[2023-02-07 06:16:02] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-07 06:16:02] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000003_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 06:16:37] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy -3.295e+04, trn/neg_log_likelihood  8.892e+04, trn/neg_log_prior -1.219e+05, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.410e-01, val/nll 1.905e+00
[2023-02-07 06:22:35] [Cycle   1/ 30][Epoch  89/200] trn/posterior_energy  1.645e+04, trn/neg_log_likelihood  2.137e+04, trn/neg_log_prior -4.920e+03, trn/lr  1.770e-07, trn/temperature  1.000e+00, val/acc 7.715e-01, val/nll 6.844e-01
[2023-02-07 06:22:39] [Cycle   1/ 30][Epoch  90/200] trn/posterior_energy  1.669e+04, trn/neg_log_likelihood  2.134e+04, trn/neg_log_prior -4.657e+03, trn/lr  1.746e-07, trn/temperature  1.000e+00, val/acc 7.763e-01, val/nll 6.613e-01
[2023-02-07 06:22:43] [Cycle   1/ 30][Epoch  91/200] trn/posterior_energy  1.655e+04, trn/neg_log_likelihood  2.098e+04, trn/neg_log_prior -4.422e+03, trn/lr  1.723e-07, trn/temperature  1.000e+00, val/acc 7.732e-01, val/nll 6.732e-01
[2023-02-07 06:22:47] [Cycle   1/ 30][Epoch  92/200] trn/posterior_energy  1.703e+04, trn/neg_log_likelihood  2.117e+04, trn/neg_log_prior -4.141e+03, trn/lr  1.700e-07, trn/temperature  1.000e+00, val/acc 7.660e-01, val/nll 6.932e-01
[2023-02-07 06:22:51] [Cycle   1/ 30][Epoch  93/200] trn/posterior_energy  1.739e+04, trn/neg_log_likelihood  2.131e+04, trn/neg_log_prior -3.913e+03, trn/lr  1.676e-07, trn/temperature  1.000e+00, val/acc 7.775e-01, val/nll 6.521e-01
[2023-02-07 06:22:55] [Cycle   1/ 30][Epoch  94/200] trn/posterior_energy  1.721e+04, trn/neg_log_likelihood  2.084e+04, trn/neg_log_prior -3.633e+03, trn/lr  1.653e-07, trn/temperature  1.000e+00, val/acc 7.800e-01, val/nll 6.449e-01
[2023-02-07 06:22:59] [Cycle   1/ 30][Epoch  95/200] trn/posterior_energy  1.732e+04, trn/neg_log_likelihood  2.068e+04, trn/neg_log_prior -3.355e+03, trn/lr  1.629e-07, trn/temperature  1.000e+00, val/acc 7.696e-01, val/nll 6.843e-01
[2023-02-07 06:23:03] [Cycle   1/ 30][Epoch  96/200] trn/posterior_energy  1.788e+04, trn/neg_log_likelihood  2.107e+04, trn/neg_log_prior -3.189e+03, trn/lr  1.606e-07, trn/temperature  1.000e+00, val/acc 7.544e-01, val/nll 7.309e-01
[2023-02-07 06:23:07] [Cycle   1/ 30][Epoch  97/200] trn/posterior_energy  1.804e+04, trn/neg_log_likelihood  2.101e+04, trn/neg_log_prior -2.973e+03, trn/lr  1.582e-07, trn/temperature  1.000e+00, val/acc 7.664e-01, val/nll 6.618e-01
[2023-02-07 06:23:11] [Cycle   1/ 30][Epoch  98/200] trn/posterior_energy  1.795e+04, trn/neg_log_likelihood  2.068e+04, trn/neg_log_prior -2.732e+03, trn/lr  1.559e-07, trn/temperature  1.000e+00, val/acc 7.735e-01, val/nll 6.616e-01
[2023-02-07 06:23:16] [Cycle   1/ 30][Epoch  99/200] trn/posterior_energy  1.858e+04, trn/neg_log_likelihood  2.102e+04, trn/neg_log_prior -2.437e+03, trn/lr  1.535e-07, trn/temperature  1.000e+00, val/acc 7.763e-01, val/nll 6.526e-01
[2023-02-07 06:23:20] [Cycle   1/ 30][Epoch 100/200] trn/posterior_energy  1.847e+04, trn/neg_log_likelihood  2.066e+04, trn/neg_log_prior -2.188e+03, trn/lr  1.512e-07, trn/temperature  1.000e+00, val/acc 7.711e-01, val/nll 6.676e-01
[2023-02-07 06:23:24] [Cycle   1/ 30][Epoch 101/200] trn/posterior_energy  1.824e+04, trn/neg_log_likelihood  2.023e+04, trn/neg_log_prior -1.995e+03, trn/lr  1.488e-07, trn/temperature  1.000e+00, val/acc 7.692e-01, val/nll 6.787e-01
[2023-02-07 06:23:28] [Cycle   1/ 30][Epoch 102/200] trn/posterior_energy  1.869e+04, trn/neg_log_likelihood  2.047e+04, trn/neg_log_prior -1.777e+03, trn/lr  1.465e-07, trn/temperature  1.000e+00, val/acc 7.663e-01, val/nll 6.891e-01
[2023-02-07 06:23:32] [Cycle   1/ 30][Epoch 103/200] trn/posterior_energy  1.923e+04, trn/neg_log_likelihood  2.080e+04, trn/neg_log_prior -1.576e+03, trn/lr  1.441e-07, trn/temperature  1.000e+00, val/acc 7.783e-01, val/nll 6.470e-01
[2023-02-07 06:23:36] [Cycle   1/ 30][Epoch 104/200] trn/posterior_energy  1.906e+04, trn/neg_log_likelihood  2.037e+04, trn/neg_log_prior -1.310e+03, trn/lr  1.418e-07, trn/temperature  1.000e+00, val/acc 7.719e-01, val/nll 6.807e-01
[2023-02-07 06:23:40] [Cycle   1/ 30][Epoch 105/200] trn/posterior_energy  1.918e+04, trn/neg_log_likelihood  2.027e+04, trn/neg_log_prior -1.091e+03, trn/lr  1.394e-07, trn/temperature  1.000e+00, val/acc 7.800e-01, val/nll 6.473e-01
[2023-02-07 06:23:44] [Cycle   1/ 30][Epoch 106/200] trn/posterior_energy  1.936e+04, trn/neg_log_likelihood  2.020e+04, trn/neg_log_prior -8.438e+02, trn/lr  1.371e-07, trn/temperature  1.000e+00, val/acc 7.665e-01, val/nll 6.776e-01
[2023-02-07 06:23:49] [Cycle   1/ 30][Epoch 107/200] trn/posterior_energy  1.966e+04, trn/neg_log_likelihood  2.034e+04, trn/neg_log_prior -6.796e+02, trn/lr  1.347e-07, trn/temperature  1.000e+00, val/acc 7.708e-01, val/nll 6.699e-01
[2023-02-07 06:23:53] [Cycle   1/ 30][Epoch 108/200] trn/posterior_energy  1.983e+04, trn/neg_log_likelihood  2.037e+04, trn/neg_log_prior -5.329e+02, trn/lr  1.324e-07, trn/temperature  1.000e+00, val/acc 7.743e-01, val/nll 6.477e-01
[2023-02-07 06:23:57] [Cycle   1/ 30][Epoch 109/200] trn/posterior_energy  1.968e+04, trn/neg_log_likelihood  2.006e+04, trn/neg_log_prior -3.848e+02, trn/lr  1.300e-07, trn/temperature  1.000e+00, val/acc 7.727e-01, val/nll 6.633e-01
[2023-02-07 06:24:01] [Cycle   1/ 30][Epoch 110/200] trn/posterior_energy  1.987e+04, trn/neg_log_likelihood  2.015e+04, trn/neg_log_prior -2.824e+02, trn/lr  1.277e-07, trn/temperature  1.000e+00, val/acc 7.764e-01, val/nll 6.552e-01
[2023-02-07 06:24:05] [Cycle   1/ 30][Epoch 111/200] trn/posterior_energy  2.013e+04, trn/neg_log_likelihood  2.029e+04, trn/neg_log_prior -1.604e+02, trn/lr  1.254e-07, trn/temperature  1.000e+00, val/acc 7.812e-01, val/nll 6.583e-01
[2023-02-07 06:24:09] [Cycle   1/ 30][Epoch 112/200] trn/posterior_energy  1.984e+04, trn/neg_log_likelihood  1.983e+04, trn/neg_log_prior  1.851e+01, trn/lr  1.231e-07, trn/temperature  1.000e+00, val/acc 7.806e-01, val/nll 6.414e-01
[2023-02-07 06:24:13] [Cycle   1/ 30][Epoch 113/200] trn/posterior_energy  1.995e+04, trn/neg_log_likelihood  1.982e+04, trn/neg_log_prior  1.313e+02, trn/lr  1.207e-07, trn/temperature  1.000e+00, val/acc 7.732e-01, val/nll 6.555e-01
[2023-02-07 06:24:17] [Cycle   1/ 30][Epoch 114/200] trn/posterior_energy  2.013e+04, trn/neg_log_likelihood  1.982e+04, trn/neg_log_prior  3.146e+02, trn/lr  1.184e-07, trn/temperature  1.000e+00, val/acc 7.704e-01, val/nll 6.607e-01
[2023-02-07 06:24:21] [Cycle   1/ 30][Epoch 115/200] trn/posterior_energy  2.023e+04, trn/neg_log_likelihood  1.978e+04, trn/neg_log_prior  4.590e+02, trn/lr  1.161e-07, trn/temperature  1.000e+00, val/acc 7.774e-01, val/nll 6.531e-01
[2023-02-07 06:24:26] [Cycle   1/ 30][Epoch 116/200] trn/posterior_energy  2.023e+04, trn/neg_log_likelihood  1.969e+04, trn/neg_log_prior  5.367e+02, trn/lr  1.138e-07, trn/temperature  1.000e+00, val/acc 7.732e-01, val/nll 6.741e-01
[2023-02-07 06:24:30] [Cycle   1/ 30][Epoch 117/200] trn/posterior_energy  2.032e+04, trn/neg_log_likelihood  1.966e+04, trn/neg_log_prior  6.676e+02, trn/lr  1.116e-07, trn/temperature  1.000e+00, val/acc 7.762e-01, val/nll 6.533e-01
[2023-02-07 06:24:34] [Cycle   1/ 30][Epoch 118/200] trn/posterior_energy  2.053e+04, trn/neg_log_likelihood  1.980e+04, trn/neg_log_prior  7.287e+02, trn/lr  1.093e-07, trn/temperature  1.000e+00, val/acc 7.685e-01, val/nll 6.812e-01
[2023-02-07 06:24:38] [Cycle   1/ 30][Epoch 119/200] trn/posterior_energy  2.067e+04, trn/neg_log_likelihood  1.982e+04, trn/neg_log_prior  8.449e+02, trn/lr  1.070e-07, trn/temperature  1.000e+00, val/acc 7.748e-01, val/nll 6.518e-01
[2023-02-07 06:24:42] [Cycle   1/ 30][Epoch 120/200] trn/posterior_energy  2.068e+04, trn/neg_log_likelihood  1.971e+04, trn/neg_log_prior  9.712e+02, trn/lr  1.048e-07, trn/temperature  1.000e+00, val/acc 7.663e-01, val/nll 6.866e-01
[2023-02-07 06:24:46] [Cycle   1/ 30][Epoch 121/200] trn/posterior_energy  2.102e+04, trn/neg_log_likelihood  1.985e+04, trn/neg_log_prior  1.166e+03, trn/lr  1.025e-07, trn/temperature  1.000e+00, val/acc 7.725e-01, val/nll 6.724e-01
[2023-02-07 06:24:50] [Cycle   1/ 30][Epoch 122/200] trn/posterior_energy  2.088e+04, trn/neg_log_likelihood  1.961e+04, trn/neg_log_prior  1.265e+03, trn/lr  1.003e-07, trn/temperature  1.000e+00, val/acc 7.783e-01, val/nll 6.639e-01
[2023-02-07 06:24:54] [Cycle   1/ 30][Epoch 123/200] trn/posterior_energy  2.082e+04, trn/neg_log_likelihood  1.949e+04, trn/neg_log_prior  1.325e+03, trn/lr  9.809e-08, trn/temperature  1.000e+00, val/acc 7.819e-01, val/nll 6.481e-01
[2023-02-07 06:24:58] [Cycle   1/ 30][Epoch 124/200] trn/posterior_energy  2.066e+04, trn/neg_log_likelihood  1.925e+04, trn/neg_log_prior  1.410e+03, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 7.685e-01, val/nll 7.011e-01
[2023-02-07 06:25:03] [Cycle   1/ 30][Epoch 125/200] trn/posterior_energy  2.072e+04, trn/neg_log_likelihood  1.923e+04, trn/neg_log_prior  1.490e+03, trn/lr  9.369e-08, trn/temperature  1.000e+00, val/acc 7.722e-01, val/nll 6.661e-01
[2023-02-07 06:25:07] [Cycle   1/ 30][Epoch 126/200] trn/posterior_energy  2.065e+04, trn/neg_log_likelihood  1.910e+04, trn/neg_log_prior  1.551e+03, trn/lr  9.151e-08, trn/temperature  1.000e+00, val/acc 7.764e-01, val/nll 6.749e-01
[2023-02-07 06:25:11] [Cycle   1/ 30][Epoch 127/200] trn/posterior_energy  2.063e+04, trn/neg_log_likelihood  1.898e+04, trn/neg_log_prior  1.652e+03, trn/lr  8.935e-08, trn/temperature  1.000e+00, val/acc 7.743e-01, val/nll 6.545e-01
[2023-02-07 06:25:15] [Cycle   1/ 30][Epoch 128/200] trn/posterior_energy  2.070e+04, trn/neg_log_likelihood  1.895e+04, trn/neg_log_prior  1.743e+03, trn/lr  8.720e-08, trn/temperature  1.000e+00, val/acc 7.791e-01, val/nll 6.553e-01
[2023-02-07 06:25:19] [Cycle   1/ 30][Epoch 129/200] trn/posterior_energy  2.084e+04, trn/neg_log_likelihood  1.903e+04, trn/neg_log_prior  1.812e+03, trn/lr  8.507e-08, trn/temperature  1.000e+00, val/acc 7.780e-01, val/nll 6.467e-01
[2023-02-07 06:25:23] [Cycle   1/ 30][Epoch 130/200] trn/posterior_energy  2.059e+04, trn/neg_log_likelihood  1.874e+04, trn/neg_log_prior  1.846e+03, trn/lr  8.296e-08, trn/temperature  1.000e+00, val/acc 7.832e-01, val/nll 6.508e-01
[2023-02-07 06:25:27] [Cycle   1/ 30][Epoch 131/200] trn/posterior_energy  2.080e+04, trn/neg_log_likelihood  1.885e+04, trn/neg_log_prior  1.945e+03, trn/lr  8.086e-08, trn/temperature  1.000e+00, val/acc 7.857e-01, val/nll 6.385e-01
[2023-02-07 06:25:31] [Cycle   1/ 30][Epoch 132/200] trn/posterior_energy  2.087e+04, trn/neg_log_likelihood  1.882e+04, trn/neg_log_prior  2.047e+03, trn/lr  7.877e-08, trn/temperature  1.000e+00, val/acc 7.885e-01, val/nll 6.262e-01
[2023-02-07 06:25:35] [Cycle   1/ 30][Epoch 133/200] trn/posterior_energy  2.062e+04, trn/neg_log_likelihood  1.846e+04, trn/neg_log_prior  2.159e+03, trn/lr  7.671e-08, trn/temperature  1.000e+00, val/acc 7.844e-01, val/nll 6.321e-01
[2023-02-07 06:25:39] [Cycle   1/ 30][Epoch 134/200] trn/posterior_energy  2.101e+04, trn/neg_log_likelihood  1.875e+04, trn/neg_log_prior  2.258e+03, trn/lr  7.466e-08, trn/temperature  1.000e+00, val/acc 7.895e-01, val/nll 6.236e-01
[2023-02-07 06:25:43] [Cycle   1/ 30][Epoch 135/200] trn/posterior_energy  2.096e+04, trn/neg_log_likelihood  1.856e+04, trn/neg_log_prior  2.401e+03, trn/lr  7.263e-08, trn/temperature  1.000e+00, val/acc 7.832e-01, val/nll 6.422e-01
[2023-02-07 06:25:47] [Cycle   1/ 30][Epoch 136/200] trn/posterior_energy  2.090e+04, trn/neg_log_likelihood  1.841e+04, trn/neg_log_prior  2.484e+03, trn/lr  7.063e-08, trn/temperature  1.000e+00, val/acc 7.865e-01, val/nll 6.364e-01
[2023-02-07 06:25:51] [Cycle   1/ 30][Epoch 137/200] trn/posterior_energy  2.095e+04, trn/neg_log_likelihood  1.840e+04, trn/neg_log_prior  2.548e+03, trn/lr  6.864e-08, trn/temperature  1.000e+00, val/acc 7.892e-01, val/nll 6.294e-01
[2023-02-07 06:25:55] [Cycle   1/ 30][Epoch 138/200] trn/posterior_energy  2.097e+04, trn/neg_log_likelihood  1.838e+04, trn/neg_log_prior  2.590e+03, trn/lr  6.667e-08, trn/temperature  1.000e+00, val/acc 7.879e-01, val/nll 6.287e-01
[2023-02-07 06:26:00] [Cycle   1/ 30][Epoch 139/200] trn/posterior_energy  2.093e+04, trn/neg_log_likelihood  1.828e+04, trn/neg_log_prior  2.655e+03, trn/lr  6.472e-08, trn/temperature  1.000e+00, val/acc 7.928e-01, val/nll 6.255e-01
[2023-02-07 06:26:04] [Cycle   1/ 30][Epoch 140/200] trn/posterior_energy  2.100e+04, trn/neg_log_likelihood  1.823e+04, trn/neg_log_prior  2.764e+03, trn/lr  6.279e-08, trn/temperature  1.000e+00, val/acc 7.831e-01, val/nll 6.546e-01
[2023-02-07 06:26:08] [Cycle   1/ 30][Epoch 141/200] trn/posterior_energy  2.086e+04, trn/neg_log_likelihood  1.800e+04, trn/neg_log_prior  2.856e+03, trn/lr  6.088e-08, trn/temperature  1.000e+00, val/acc 7.866e-01, val/nll 6.398e-01
[2023-02-07 06:26:12] [Cycle   1/ 30][Epoch 142/200] trn/posterior_energy  2.104e+04, trn/neg_log_likelihood  1.813e+04, trn/neg_log_prior  2.913e+03, trn/lr  5.900e-08, trn/temperature  1.000e+00, val/acc 7.843e-01, val/nll 6.387e-01
[2023-02-07 06:26:16] [Cycle   1/ 30][Epoch 143/200] trn/posterior_energy  2.099e+04, trn/neg_log_likelihood  1.804e+04, trn/neg_log_prior  2.947e+03, trn/lr  5.714e-08, trn/temperature  1.000e+00, val/acc 7.868e-01, val/nll 6.411e-01
[2023-02-07 06:26:20] [Cycle   1/ 30][Epoch 144/200] trn/posterior_energy  2.102e+04, trn/neg_log_likelihood  1.801e+04, trn/neg_log_prior  3.009e+03, trn/lr  5.530e-08, trn/temperature  1.000e+00, val/acc 7.878e-01, val/nll 6.495e-01
[2023-02-07 06:26:24] [Cycle   1/ 30][Epoch 145/200] trn/posterior_energy  2.119e+04, trn/neg_log_likelihood  1.809e+04, trn/neg_log_prior  3.097e+03, trn/lr  5.348e-08, trn/temperature  1.000e+00, val/acc 7.855e-01, val/nll 6.481e-01
[2023-02-07 06:26:28] [Cycle   1/ 30][Epoch 146/200] trn/posterior_energy  2.092e+04, trn/neg_log_likelihood  1.778e+04, trn/neg_log_prior  3.143e+03, trn/lr  5.169e-08, trn/temperature  1.000e+00, val/acc 7.871e-01, val/nll 6.312e-01
[2023-02-07 06:26:33] [Cycle   1/ 30][Epoch 147/200] trn/posterior_energy  2.092e+04, trn/neg_log_likelihood  1.771e+04, trn/neg_log_prior  3.203e+03, trn/lr  4.993e-08, trn/temperature  1.000e+00, val/acc 7.857e-01, val/nll 6.368e-01
[2023-02-07 06:26:37] [Cycle   1/ 30][Epoch 148/200] trn/posterior_energy  2.095e+04, trn/neg_log_likelihood  1.776e+04, trn/neg_log_prior  3.190e+03, trn/lr  4.818e-08, trn/temperature  1.000e+00, val/acc 7.883e-01, val/nll 6.299e-01
[2023-02-07 06:26:41] [Cycle   1/ 30][Epoch 149/200] trn/posterior_energy  2.096e+04, trn/neg_log_likelihood  1.773e+04, trn/neg_log_prior  3.232e+03, trn/lr  4.647e-08, trn/temperature  1.000e+00, val/acc 7.871e-01, val/nll 6.335e-01
[2023-02-07 06:26:45] [Cycle   1/ 30][Epoch 150/200] trn/posterior_energy  2.092e+04, trn/neg_log_likelihood  1.771e+04, trn/neg_log_prior  3.209e+03, trn/lr  4.477e-08, trn/temperature  1.000e+00, val/acc 7.902e-01, val/nll 6.390e-01
[2023-02-07 06:26:49] [Cycle   1/ 30][Epoch 151/200] trn/posterior_energy  2.058e+04, trn/neg_log_likelihood  1.737e+04, trn/neg_log_prior  3.210e+03, trn/lr  4.311e-08, trn/temperature  1.000e+00, val/acc 7.869e-01, val/nll 6.368e-01
[2023-02-07 06:26:53] [Cycle   1/ 30][Epoch 152/200] trn/posterior_energy  2.070e+04, trn/neg_log_likelihood  1.745e+04, trn/neg_log_prior  3.249e+03, trn/lr  4.147e-08, trn/temperature  1.000e+00, val/acc 7.863e-01, val/nll 6.351e-01
[2023-02-07 06:26:57] [Cycle   1/ 30][Epoch 153/200] trn/posterior_energy  2.061e+04, trn/neg_log_likelihood  1.734e+04, trn/neg_log_prior  3.275e+03, trn/lr  3.985e-08, trn/temperature  1.000e+00, val/acc 7.879e-01, val/nll 6.402e-01
[2023-02-07 06:27:02] [Cycle   1/ 30][Epoch 154/200] trn/posterior_energy  2.052e+04, trn/neg_log_likelihood  1.721e+04, trn/neg_log_prior  3.309e+03, trn/lr  3.827e-08, trn/temperature  1.000e+00, val/acc 7.847e-01, val/nll 6.379e-01
[2023-02-07 06:27:06] [Cycle   1/ 30][Epoch 155/200] trn/posterior_energy  2.064e+04, trn/neg_log_likelihood  1.727e+04, trn/neg_log_prior  3.365e+03, trn/lr  3.671e-08, trn/temperature  1.000e+00, val/acc 7.845e-01, val/nll 6.551e-01
[2023-02-07 06:27:10] [Cycle   1/ 30][Epoch 156/200] trn/posterior_energy  2.061e+04, trn/neg_log_likelihood  1.716e+04, trn/neg_log_prior  3.452e+03, trn/lr  3.518e-08, trn/temperature  1.000e+00, val/acc 7.895e-01, val/nll 6.301e-01
[2023-02-07 06:27:14] [Cycle   1/ 30][Epoch 157/200] trn/posterior_energy  2.055e+04, trn/neg_log_likelihood  1.700e+04, trn/neg_log_prior  3.543e+03, trn/lr  3.368e-08, trn/temperature  1.000e+00, val/acc 7.861e-01, val/nll 6.382e-01
[2023-02-07 06:27:18] [Cycle   1/ 30][Epoch 158/200] trn/posterior_energy  2.059e+04, trn/neg_log_likelihood  1.700e+04, trn/neg_log_prior  3.591e+03, trn/lr  3.221e-08, trn/temperature  1.000e+00, val/acc 7.841e-01, val/nll 6.526e-01
[2023-02-07 06:27:22] [Cycle   1/ 30][Epoch 159/200] trn/posterior_energy  2.048e+04, trn/neg_log_likelihood  1.688e+04, trn/neg_log_prior  3.598e+03, trn/lr  3.076e-08, trn/temperature  1.000e+00, val/acc 7.873e-01, val/nll 6.449e-01
[2023-02-07 06:27:26] [Cycle   1/ 30][Epoch 160/200] trn/posterior_energy  2.051e+04, trn/neg_log_likelihood  1.690e+04, trn/neg_log_prior  3.604e+03, trn/lr  2.935e-08, trn/temperature  1.000e+00, val/acc 7.837e-01, val/nll 6.468e-01
[2023-02-07 06:27:30] [Cycle   1/ 30][Epoch 161/200] trn/posterior_energy  2.055e+04, trn/neg_log_likelihood  1.690e+04, trn/neg_log_prior  3.651e+03, trn/lr  2.796e-08, trn/temperature  1.000e+00, val/acc 7.868e-01, val/nll 6.441e-01
[2023-02-07 06:27:34] [Cycle   1/ 30][Epoch 162/200] trn/posterior_energy  2.043e+04, trn/neg_log_likelihood  1.676e+04, trn/neg_log_prior  3.672e+03, trn/lr  2.661e-08, trn/temperature  1.000e+00, val/acc 7.852e-01, val/nll 6.413e-01
[2023-02-07 06:27:39] [Cycle   1/ 30][Epoch 163/200] trn/posterior_energy  2.040e+04, trn/neg_log_likelihood  1.671e+04, trn/neg_log_prior  3.684e+03, trn/lr  2.528e-08, trn/temperature  1.000e+00, val/acc 7.834e-01, val/nll 6.371e-01
[2023-02-07 06:27:43] [Cycle   1/ 30][Epoch 164/200] trn/posterior_energy  2.039e+04, trn/neg_log_likelihood  1.669e+04, trn/neg_log_prior  3.702e+03, trn/lr  2.399e-08, trn/temperature  1.000e+00, val/acc 7.866e-01, val/nll 6.371e-01
[2023-02-07 06:27:47] [Cycle   1/ 30][Epoch 165/200] trn/posterior_energy  2.034e+04, trn/neg_log_likelihood  1.660e+04, trn/neg_log_prior  3.740e+03, trn/lr  2.273e-08, trn/temperature  1.000e+00, val/acc 7.860e-01, val/nll 6.422e-01
[2023-02-07 06:27:51] [Cycle   1/ 30][Epoch 166/200] trn/posterior_energy  2.036e+04, trn/neg_log_likelihood  1.659e+04, trn/neg_log_prior  3.766e+03, trn/lr  2.149e-08, trn/temperature  1.000e+00, val/acc 7.876e-01, val/nll 6.418e-01
[2023-02-07 06:27:55] [Cycle   1/ 30][Epoch 167/200] trn/posterior_energy  2.035e+04, trn/neg_log_likelihood  1.655e+04, trn/neg_log_prior  3.800e+03, trn/lr  2.030e-08, trn/temperature  1.000e+00, val/acc 7.890e-01, val/nll 6.474e-01
[2023-02-07 06:27:59] [Cycle   1/ 30][Epoch 168/200] trn/posterior_energy  2.028e+04, trn/neg_log_likelihood  1.648e+04, trn/neg_log_prior  3.805e+03, trn/lr  1.913e-08, trn/temperature  1.000e+00, val/acc 7.906e-01, val/nll 6.390e-01
[2023-02-07 06:28:03] [Cycle   1/ 30][Epoch 169/200] trn/posterior_energy  2.030e+04, trn/neg_log_likelihood  1.647e+04, trn/neg_log_prior  3.837e+03, trn/lr  1.799e-08, trn/temperature  1.000e+00, val/acc 7.885e-01, val/nll 6.394e-01
[2023-02-07 06:28:07] [Cycle   1/ 30][Epoch 170/200] trn/posterior_energy  2.024e+04, trn/neg_log_likelihood  1.639e+04, trn/neg_log_prior  3.849e+03, trn/lr  1.689e-08, trn/temperature  1.000e+00, val/acc 7.898e-01, val/nll 6.411e-01
[2023-02-07 06:28:11] [Cycle   1/ 30][Epoch 171/200] trn/posterior_energy  2.025e+04, trn/neg_log_likelihood  1.639e+04, trn/neg_log_prior  3.856e+03, trn/lr  1.582e-08, trn/temperature  1.000e+00, val/acc 7.888e-01, val/nll 6.397e-01
[2023-02-07 06:28:15] [Cycle   1/ 30][Epoch 172/200] trn/posterior_energy  2.016e+04, trn/neg_log_likelihood  1.631e+04, trn/neg_log_prior  3.857e+03, trn/lr  1.478e-08, trn/temperature  1.000e+00, val/acc 7.904e-01, val/nll 6.424e-01
[2023-02-07 06:28:20] [Cycle   1/ 30][Epoch 173/200] trn/posterior_energy  2.015e+04, trn/neg_log_likelihood  1.629e+04, trn/neg_log_prior  3.862e+03, trn/lr  1.378e-08, trn/temperature  1.000e+00, val/acc 7.892e-01, val/nll 6.433e-01
[2023-02-07 06:28:24] [Cycle   1/ 30][Epoch 174/200] trn/posterior_energy  2.010e+04, trn/neg_log_likelihood  1.621e+04, trn/neg_log_prior  3.885e+03, trn/lr  1.281e-08, trn/temperature  1.000e+00, val/acc 7.856e-01, val/nll 6.409e-01
[2023-02-07 06:28:28] [Cycle   1/ 30][Epoch 175/200] trn/posterior_energy  2.013e+04, trn/neg_log_likelihood  1.621e+04, trn/neg_log_prior  3.916e+03, trn/lr  1.188e-08, trn/temperature  1.000e+00, val/acc 7.875e-01, val/nll 6.478e-01
[2023-02-07 06:28:32] [Cycle   1/ 30][Epoch 176/200] trn/posterior_energy  2.010e+04, trn/neg_log_likelihood  1.619e+04, trn/neg_log_prior  3.914e+03, trn/lr  1.097e-08, trn/temperature  1.000e+00, val/acc 7.890e-01, val/nll 6.429e-01
[2023-02-07 06:28:36] [Cycle   1/ 30][Epoch 177/200] trn/posterior_energy  2.001e+04, trn/neg_log_likelihood  1.608e+04, trn/neg_log_prior  3.923e+03, trn/lr  1.011e-08, trn/temperature  1.000e+00, val/acc 7.876e-01, val/nll 6.430e-01
[2023-02-07 06:28:40] [Cycle   1/ 30][Epoch 178/200] trn/posterior_energy  2.002e+04, trn/neg_log_likelihood  1.608e+04, trn/neg_log_prior  3.947e+03, trn/lr  9.274e-09, trn/temperature  1.000e+00, val/acc 7.902e-01, val/nll 6.400e-01
[2023-02-07 06:28:44] [Cycle   1/ 30][Epoch 179/200] trn/posterior_energy  2.005e+04, trn/neg_log_likelihood  1.609e+04, trn/neg_log_prior  3.958e+03, trn/lr  8.475e-09, trn/temperature  1.000e+00, val/acc 7.898e-01, val/nll 6.384e-01
[2023-02-07 06:28:49] [Cycle   1/ 30][Epoch 180/200] trn/posterior_energy  2.002e+04, trn/neg_log_likelihood  1.606e+04, trn/neg_log_prior  3.957e+03, trn/lr  7.712e-09, trn/temperature  1.000e+00, val/acc 7.921e-01, val/nll 6.344e-01
[2023-02-07 06:28:53] [Cycle   1/ 30][Epoch 181/200] trn/posterior_energy  1.991e+04, trn/neg_log_likelihood  1.595e+04, trn/neg_log_prior  3.956e+03, trn/lr  6.984e-09, trn/temperature  1.000e+00, val/acc 7.924e-01, val/nll 6.353e-01
